l_hs 	m_s 	T_c^EX 	v_h^EX 	v_s^EX 	T1_c^PT 	v1_h^T 	v1_s^T 	v1_h^F 	v1_s^F
0.746667	138.333	122.05	104.062	110.923	122.051	104.054	-1.37636e-05	1.13349e-05	-110.92	
0.746667	139.167	126.109	86.421	92.119	126.109	86.4209	5.1531e-06	4.9175e-06	-92.119	
0.746667	140	130.065	63.9383	68.1539	130.061	63.965	2.85173e-06	1.44495e-05	-68.1651	
0.746667	140.833	133.927	26.219	27.9477	133.927	26.2237	-3.17406e-06	-4.13097e-06	-27.9497	
0.753333	126.667	23.4724	242.233	258.205	23.4724	242.233	1.75703e-05	1.76499e-05	-258.205	
0.753333	127.5	38.4338	235.766	251.311	38.4338	235.766	2.19921e-06	1.60756e-05	-251.311	
0.753333	128.333	49.0859	229.072	244.175	49.0858	229.072	-1.03088e-05	-2.73683e-06	-244.175	
0.753333	129.167	57.86	222.131	236.776	57.8599	222.131	-8.35616e-07	2.0308e-06	-236.776	
0.753333	130	65.5148	214.918	229.088	65.5148	214.918	4.74562e-06	1.79802e-05	-229.088	
0.753333	130.833	72.4064	207.406	221.081	72.4064	207.406	1.33499e-05	-2.1715e-05	-221.081	
0.753333	131.667	78.7353	199.561	212.719	78.7354	199.561	-1.91158e-05	1.90785e-06	-212.719	
0.753333	132.5	84.628	191.341	203.957	84.628	191.341	1.78576e-05	1.37244e-06	-203.957	
0.753333	133.333	90.1699	182.697	194.743	90.1699	182.697	1.17991e-05	1.75719e-05	-194.743	
0.753333	134.167	95.4222	173.564	185.008	95.4222	173.564	1.52113e-05	7.72199e-06	-185.008	
0.753333	135	100.43	163.862	174.666	100.43	163.862	1.39266e-05	-2.05717e-05	-174.666	
0.753333	135.833	105.229	153.482	163.601	105.228	-153.485	1.11879e-05	-1.63939e-05	-163.603	
0.753333	136.667	109.846	142.275	151.656	109.846	-142.275	2.86214e-06	-9.65452e-06	-151.656	
0.753333	137.5	114.303	130.029	138.602	114.303	130.029	1.19037e-06	-3.23006e-06	-138.602	
0.753333	138.333	118.619	116.416	124.091	118.619	116.416	1.77948e-05	1.06178e-06	-124.091	
0.753333	139.167	122.807	100.883	107.535	122.807	100.883	5.19933e-06	6.48102e-06	-107.535	
0.753333	140	126.882	82.3524	87.7822	126.887	82.3257	-9.46672e-06	-9.03088e-06	-87.7709	
0.753333	140.833	130.852	58.0187	61.8441	130.852	58.0182	7.76663e-06	-3.48611e-06	-61.8439	
0.76	127.5	24.4401	241.911	257.861	24.4401	241.911	1.02091e-05	-1.2036e-05	-257.861	
0.76	128.333	39.1553	235.362	250.881	39.1553	235.362	1.29005e-05	1.5565e-05	-250.881	
0.76	129.167	49.7499	228.582	243.653	49.7499	228.582	3.54046e-06	1.00827e-05	243.653	
0.76	130	58.507	221.548	236.155	58.507	221.548	1.89605e-05	-1.28287e-05	-236.155	
0.76	130.833	66.1603	214.235	228.36	66.1603	214.235	-3.69252e-06	-2.62156e-06	-228.36	
0.76	131.667	73.0574	206.615	220.238	73.0574	206.615	-2.27292e-05	-7.38682e-06	-220.238	
0.76	132.5	79.3958	198.651	211.749	79.3958	198.651	-9.76035e-06	1.369e-05	-211.749	
0.76	133.333	85.3	190.302	202.849	85.3	190.302	-2.76231e-06	-1.22984e-05	-202.849	
0.76	134.167	90.8547	181.512	193.48	90.8547	181.512	-7.05249e-06	1.70327e-06	-193.48	
0.76	135	96.1206	172.216	183.57	96.1206	172.216	-1.56969e-05	-1.19485e-06	-183.57	
0.76	135.833	101.143	162.325	173.028	101.143	162.325	-7.25021e-06	1.06245e-06	-173.028	
0.76	136.667	105.956	151.724	161.728	105.953	-151.731	1.04718e-05	2.58991e-05	-161.731	
0.76	137.5	110.587	140.252	149.5	110.587	-140.252	1.50737e-05	-2.74398e-06	-149.5	
0.76	138.333	115.059	127.675	136.093	115.059	-127.675	3.80639e-06	2.01698e-05	-136.093	
0.76	139.167	119.388	113.625	121.117	119.388	113.625	-2.77245e-06	-1.47207e-05	-121.117	
0.76	140	123.591	97.4682	103.895	123.591	97.468	-2.08496e-06	1.42867e-05	-103.895	
0.76	140.833	127.679	77.9044	83.0409	127.679	77.9044	-9.02986e-06	-2.18658e-05	-83.0409	
0.76	141.667	131.664	51.1642	54.5376	131.664	51.1627	-2.03918e-06	2.34459e-06	-54.537	
0.766667	128.333	25.4983	241.543	257.469	25.4983	241.543	-2.32575e-06	-1.02973e-06	-257.469	
0.766667	129.167	39.9459	234.911	250.399	39.9459	234.911	-3.511e-06	1.31239e-05	-250.399	
0.766667	130	50.4709	228.041	243.077	50.4708	228.041	-2.33948e-06	-3.48565e-06	-243.077	
0.766667	130.833	59.2035	220.912	235.477	59.2035	220.912	-1.79734e-05	-1.85272e-05	-235.477	
0.766667	131.667	66.8501	213.496	227.573	66.8501	213.496	2.73464e-06	6.10369e-06	-227.573	
0.766667	132.5	73.7491	205.764	219.331	73.7491	205.764	-6.42589e-06	-3.64698e-06	-219.331	
0.766667	133.333	80.0939	197.678	210.712	80.0939	197.678	-1.55106e-05	1.95652e-05	-210.712	
0.766667	134.167	86.0074	189.193	201.667	86.0074	189.193	8.77029e-06	5.84997e-06	-201.667	
0.766667	135	91.573	180.252	192.137	91.573	180.252	6.10281e-06	7.85697e-06	-192.137	
0.766667	135.833	96.8509	170.785	182.045	96.8509	170.785	5.02334e-06	2.09871e-05	-182.045	
0.766667	136.667	101.886	160.696	171.292	101.885	160.697	1.51578e-05	6.97332e-06	-171.292	
0.766667	137.5	106.712	149.863	159.744	106.712	149.863	7.47762e-06	2.29908e-06	159.744	
0.766667	138.333	111.356	138.109	147.214	111.356	-138.109	3.92844e-07	5.22463e-06	-147.214	
0.766667	139.167	115.841	125.174	133.427	115.841	-125.174	-1.43813e-05	-2.22867e-05	-133.427	
0.766667	140	120.184	110.647	117.942	120.184	-110.647	-1.55234e-05	1.12406e-05	-117.942	
0.766667	140.833	124.4	93.7896	99.9734	124.4	93.7892	3.74907e-05	2.42794e-07	-99.9732	
0.766667	141.667	128.502	73.0052	77.8186	128.502	73.0061	7.97781e-06	1.55383e-06	-77.819	
0.766667	142.5	132.5	42.9252	45.7554	132.5	42.9252	1.03078e-05	5.67342e-06	-45.7554	
0.773333	129.167	26.6374	241.129	257.027	26.6385	241.128	-1.39408e-05	5.8546e-06	-257.027	
0.773333	130	40.8023	234.411	249.866	40.8023	234.411	-1.81593e-05	-1.85238e-05	-249.866	
0.773333	130.833	51.247	227.45	242.446	51.2469	227.45	-4.05498e-05	6.85308e-06	242.446	
0.773333	131.667	59.9485	220.222	234.742	59.9485	220.222	-2.05335e-05	3.19402e-07	-234.742	
0.773333	132.5	67.5835	212.7	226.724	67.5835	212.7	1.7831e-05	1.4325e-05	-226.724	
0.773333	133.333	74.4808	204.852	218.359	74.4808	204.852	4.20611e-05	4.13133e-06	-218.359	
0.773333	134.167	80.8294	196.64	209.605	80.8294	196.64	-3.2159e-06	-1.71016e-05	-209.605	
0.773333	135	86.7498	188.014	200.41	86.7498	188.014	6.30496e-06	-2.3388e-06	-200.41	
0.773333	135.833	92.3245	178.916	190.712	92.3245	178.916	1.18599e-06	9.18986e-06	-190.712	
0.773333	136.667	97.6127	169.268	180.429	97.6127	169.268	-1.53674e-05	5.30971e-07	-180.429	
0.773333	137.5	102.659	158.972	169.454	102.658	158.974	5.93816e-06	6.79461e-06	-169.455	
0.773333	138.333	107.497	147.892	157.643	107.497	147.892	3.71141e-05	1.3101e-06	-157.643	
0.773333	139.167	112.153	135.836	144.792	112.153	135.836	2.53074e-05	-2.70373e-07	-144.793	
0.773333	140	116.651	122.517	130.595	116.651	-122.517	1.03921e-05	7.99187e-06	130.595	
0.773333	140.833	121.006	107.465	114.55	121.001	-107.484	1.67041e-06	-1.56764e-05	114.558	
0.773333	141.667	125.235	89.813	95.7346	125.235	89.813	8.59716e-06	1.34059e-05	-95.7346	
0.773333	142.5	129.349	67.5542	72.0082	129.344	67.589	1.09352e-05	-1.58551e-06	-72.0233	
0.773333	143.333	133.36	32.2524	34.3789	133.36	32.2516	1.67624e-05	4.0834e-06	-34.3785	
0.78	130	27.8489	240.667	256.535	27.8495	240.667	-1.51922e-05	1.17162e-05	-256.535	
0.78	130.833	41.7215	233.861	249.28	41.7215	233.861	2.63516e-05	2.12325e-05	-249.28	
0.78	131.667	52.0766	226.806	241.76	52.0766	226.806	-3.02478e-07	-1.60208e-05	-241.76	
0.78	132.5	60.7407	219.476	233.947	60.7407	219.476	1.4703e-05	-1.74264e-05	-233.947	
0.78	133.333	68.3598	211.845	225.813	68.3598	211.845	-9.78171e-06	1.22074e-05	-225.813	
0.78	134.167	75.2519	203.878	217.32	75.2519	203.878	-7.65781e-06	1.48715e-05	-217.32	
0.78	135	81.6015	195.534	208.426	81.6016	195.533	1.34199e-05	1.46432e-05	-208.426	
0.78	135.833	87.5268	186.762	199.075	87.5299	186.757	1.95748e-05	1.55513e-05	-199.073	
0.78	136.667	93.1087	177.499	189.202	93.1087	177.499	5.15836e-06	-2.01784e-05	-189.202	
0.78	137.5	98.4057	167.664	178.718	98.4056	-167.664	2.08944e-05	-1.92301e-05	-178.718	
0.78	138.333	103.462	157.149	167.51	103.46	157.152	-7.14159e-06	1.42924e-05	-167.511	
0.78	139.167	108.31	145.807	155.421	108.31	145.807	4.02417e-06	7.85224e-06	-155.421	
0.78	140	112.978	133.428	142.226	112.978	133.428	2.08249e-06	5.03364e-06	-142.226	
0.78	140.833	117.487	119.69	127.582	117.487	-119.69	5.79167e-06	2.29317e-05	-127.582	
0.78	141.667	121.854	104.057	110.918	121.854	-104.057	1.02494e-05	-4.5346e-06	-110.918	
0.78	142.5	126.095	85.4948	91.1317	126.101	-85.4635	4.82291e-06	-1.46046e-05	-91.1181	
0.78	143.333	130.221	61.4017	65.4501	130.229	61.3475	1.4697e-05	-1.49297e-05	-65.4266	
0.78	144.167	134.244	14.5035	15.4597	134.244	14.5034	1.39718e-05	-1.83297e-05	-15.4597	
0.786667	130.833	29.1252	240.157	255.992	29.1255	240.157	-3.06906e-06	1.36981e-05	-255.992	
0.786667	131.667	42.7003	233.261	248.64	42.7003	233.261	-1.82624e-05	-4.33543e-06	-248.64	
0.786667	132.5	52.958	226.108	241.016	52.958	226.108	1.05083e-05	-4.42883e-06	-241.016	
0.786667	133.333	61.579	218.675	233.093	61.579	218.675	-4.06951e-05	-1.21098e-05	-233.093	
0.786667	134.167	69.178	210.93	224.837	69.178	210.93	2.23879e-05	1.79311e-06	-224.837	
0.786667	135	76.0618	202.839	216.213	76.0618	202.839	1.22173e-05	1.58117e-05	-216.213	
0.786667	135.833	82.4099	194.358	207.173	82.4099	194.358	1.14896e-05	1.86473e-05	-207.173	
0.786667	136.667	88.3379	185.434	197.66	88.3379	185.434	-6.18015e-06	-7.68707e-06	-197.66	
0.786667	137.5	93.9253	175.999	187.603	93.9253	175.999	7.5503e-06	1.88691e-05	-187.603	
0.786667	138.333	99.2297	165.967	176.909	99.2295	165.967	-6.28936e-06	-1.48005e-05	-176.91	
0.786667	139.167	104.294	155.221	165.455	104.294	155.221	1.01189e-05	-1.85041e-05	-165.455	
0.786667	140	109.152	143.601	153.069	109.152	143.601	-7.87639e-06	5.61317e-06	-153.069	
0.786667	140.833	113.83	130.875	139.504	113.83	130.875	-1.85309e-05	-4.86147e-06	-139.504	
0.786667	141.667	118.35	116.682	124.375	118.35	116.682	1.20637e-05	-2.03547e-05	-124.375	
0.786667	142.5	122.728	100.4	107.02	122.728	-100.4	2.28403e-05	1.08526e-05	-107.02	
0.786667	143.333	126.98	80.778	86.1039	126.98	-80.778	1.9605e-05	1.96212e-05	-86.1039	
0.786667	144.167	131.118	54.3067	57.8873	131.118	54.3067	1.84406e-05	2.81327e-06	-57.8873	
0.793333	131.667	30.4593	239.598	255.396	30.4594	239.598	-1.22705e-06	-2.50682e-05	-255.396	
0.793333	132.5	43.7357	232.609	247.945	43.7335	232.61	-1.52505e-05	1.64702e-05	-247.946	
0.793333	133.333	53.8893	225.356	240.215	53.8893	225.356	1.18233e-05	-6.8874e-06	-240.215	
0.793333	134.167	62.4622	217.815	232.176	62.4622	217.815	2.89082e-05	2.50687e-06	-232.176	
0.793333	135	70.0372	209.953	223.796	70.0372	209.953	1.13741e-05	-4.51023e-07	223.796	
0.793333	135.833	76.9097	201.734	215.035	76.9098	201.734	4.59919e-06	-6.36463e-06	-215.035	
0.793333	136.667	83.254	193.111	205.844	83.254	193.111	3.56417e-06	-1.68626e-05	-205.844	
0.793333	137.5	89.1827	184.028	196.162	89.1827	184.028	-1.81507e-05	-1.33232e-05	-196.162	
0.793333	138.333	94.7739	174.414	185.914	94.7739	174.414	-1.6751e-05	7.24363e-06	-185.914	
0.793333	139.167	100.084	164.174	174.999	100.084	164.175	1.77185e-05	1.24686e-05	174.999	
0.793333	140	105.156	153.183	163.283	105.156	153.183	-1.30476e-05	6.82152e-06	-163.283	
0.793333	140.833	110.023	141.267	150.581	110.023	141.267	1.56789e-05	1.50331e-05	-150.581	
0.793333	141.667	114.71	128.167	136.618	114.71	128.167	-8.99738e-06	-9.63012e-06	-136.618	
0.793333	142.5	119.239	113.475	120.956	119.239	113.475	2.08402e-05	3.78921e-06	-120.956	
0.793333	143.333	123.628	96.4637	102.824	123.628	-96.4634	7.18927e-06	-3.4559e-06	-102.824	
0.793333	144.167	127.89	75.5858	80.5694	127.89	-75.5877	-4.57985e-06	-4.7901e-07	-80.5702	
0.793333	145	132.038	45.8295	48.8512	132.038	-45.8295	-1.82022e-05	-3.95326e-06	-48.8512	
0.8	131.667	5.02453	245.828	262.036	5.02453	245.828	-4.56914e-07	1.46949e-05	-262.036	
0.8	132.5	31.8452	238.989	254.747	31.8453	238.989	-1.0535e-05	-8.84249e-06	-254.747	
0.8	133.333	44.8244	231.904	247.194	44.8244	231.904	-1.28258e-05	-7.1908e-06	-247.194	
0.8	134.167	54.8688	224.549	239.354	54.8688	224.549	-2.49049e-06	-1.12739e-05	-239.354	
0.8	135	63.3891	216.896	231.197	63.3891	216.896	1.52783e-05	3.24718e-06	-231.197	
0.8	135.833	70.9366	208.913	222.687	70.9366	208.913	4.43498e-06	-8.9388e-06	-222.688	
0.8	136.667	77.795	200.561	213.784	77.7951	200.561	2.6112e-05	-7.58689e-06	-213.784	
0.8	137.5	84.1331	191.791	204.436	84.1331	191.791	-1.91864e-06	2.23635e-05	-204.436	
0.8	138.333	90.0607	182.542	194.578	90.0607	182.542	1.71777e-07	-2.0164e-05	-194.578	
0.8	139.167	95.6541	172.739	184.129	95.6541	172.739	8.05777e-06	-2.01339e-05	-184.129	
0.8	140	100.969	162.281	172.981	100.968	162.282	1.45187e-05	5.57601e-06	-172.981	
0.8	140.833	106.047	151.031	160.989	106.047	151.031	2.21688e-05	1.63286e-05	-160.989	
0.8	141.667	110.921	138.798	147.949	110.921	138.798	-1.24564e-05	-7.27403e-06	-147.949	
0.8	142.5	115.617	125.293	133.554	115.617	125.293	-6.83794e-06	-1.89072e-05	-133.554	
0.8	143.333	120.155	110.05	117.306	120.158	110.04	2.8181e-06	-1.33839e-05	-117.301	
0.8	144.167	124.553	92.2096	98.2893	124.553	92.2096	5.85178e-06	2.11232e-05	-98.2893	
0.8	145	128.825	69.8094	74.4122	128.825	-69.8094	-8.23102e-06	1.6624e-05	-74.4122	
0.8	145.833	132.983	34.974	37.2799	132.983	-34.9736	-1.01135e-05	2.66994e-06	-37.2798	
0.806667	132.5	10.4118	245.26	261.43	10.4118	245.26	-7.77126e-06	-1.16956e-07	-261.43	
0.806667	133.333	33.2777	238.329	254.043	33.2777	238.329	-8.65587e-06	2.24044e-05	-254.043	
0.806667	134.167	45.9638	231.145	246.385	45.9638	231.145	4.69884e-06	1.95373e-05	-246.385	
0.806667	135	55.8945	223.684	238.432	55.8945	223.684	2.74733e-06	-7.73701e-06	-238.432	
0.806667	135.833	64.3583	215.916	230.152	64.3583	215.916	-1.01221e-05	-6.48578e-06	-230.152	
0.806667	136.667	71.8752	207.808	221.509	71.8752	207.808	-1.18319e-05	-6.64939e-06	-221.509	
0.806667	137.5	78.717	199.318	212.459	78.717	199.318	1.40976e-05	-4.62671e-06	-212.459	
0.806667	138.333	85.0467	190.394	202.947	85.0467	190.394	1.75478e-05	-1.9946e-05	-202.947	
0.806667	139.167	90.9714	180.973	192.905	90.9714	180.973	-6.1335e-06	1.79119e-05	-192.905	
0.806667	140	96.5655	170.972	182.245	96.5655	170.972	2.12872e-05	-1.86671e-05	-182.245	
0.806667	140.833	101.884	160.283	170.851	101.884	160.283	-2.05022e-05	1.10178e-05	-170.851	
0.806667	141.667	106.967	148.758	158.566	106.967	148.758	2.41895e-06	2.11536e-05	-158.566	
0.806667	142.5	111.847	136.185	145.164	111.847	136.185	1.69783e-05	2.808e-06	-145.164	
0.806667	143.333	116.55	122.24	130.299	116.55	122.24	-2.50444e-05	1.23976e-05	-130.299	
0.806667	144.167	121.097	106.385	113.399	121.097	106.385	1.37985e-05	6.53456e-06	-113.399	
0.806667	145	125.503	87.5897	93.3648	125.503	87.5897	1.2566e-05	2.17338e-05	-93.3648	
0.806667	145.833	129.785	63.2864	67.4591	129.785	-63.2864	-2.4566e-05	1.69889e-05	-67.4591	
0.806667	146.667	133.952	17.8147	18.9892	133.954	-17.77	-1.77623e-05	-1.75774e-05	-18.9693	
0.813333	133.333	14.0893	244.642	260.772	14.0893	244.642	-5.36511e-06	-1.96114e-06	260.772	
0.813333	134.167	34.7522	237.616	253.283	34.7522	237.616	-2.19171e-06	-4.92587e-06	-253.283	
0.813333	135	47.151	230.331	245.518	47.1509	230.331	3.85047e-06	-1.63798e-05	-245.518	
0.813333	135.833	56.9649	222.76	237.448	56.9649	222.76	9.89664e-06	-1.61985e-05	-237.448	
0.813333	136.667	65.3687	214.874	229.041	65.3687	214.874	-4.40775e-06	-1.00708e-05	-229.041	
0.813333	137.5	72.8521	206.636	220.26	72.8521	206.636	1.34217e-05	8.09464e-06	-220.26	
0.813333	138.333	79.6748	198.002	211.057	79.6749	198.002	1.25277e-05	1.6061e-05	-211.057	
0.813333	139.167	85.9943	188.919	201.374	85.9943	188.918	1.73033e-06	-1.45107e-05	-201.374	
0.813333	140	91.9143	179.317	191.139	91.9143	179.317	-6.86274e-06	-1.75505e-05	-191.139	
0.813333	140.833	97.5077	169.108	180.258	97.5076	169.108	-2.88568e-06	6.98893e-06	-180.258	
0.813333	141.667	102.828	158.176	168.605	102.828	158.176	1.10364e-05	-1.83259e-05	-168.605	
0.813333	142.5	107.915	146.357	156.007	107.915	146.357	-1.58176e-05	7.39335e-07	-156.007	
0.813333	143.333	112.801	133.417	142.214	112.801	133.417	-2.83905e-06	1.81934e-05	-142.214	
0.813333	144.167	117.51	118.991	126.837	117.51	118.991	-4.99317e-06	-1.21432e-05	-126.837	
0.813333	145	122.064	102.452	109.207	122.064	102.452	-1.38277e-05	-8.41845e-06	-109.207	
0.813333	145.833	126.479	82.5404	87.9826	126.479	82.5405	-2.96831e-05	-9.85126e-06	-87.9826	
0.813333	146.667	130.768	55.7518	59.4277	130.769	55.7457	4.10404e-06	-9.0763e-06	-59.425	
0.82	134.167	17.1939	243.973	260.059	17.1939	243.973	-1.16704e-05	6.39639e-06	-260.059	
0.82	135	36.2647	236.85	252.467	36.2647	236.85	3.45336e-05	-4.84406e-07	-252.467	
0.82	135.833	48.3832	229.461	244.59	48.3831	229.461	4.03839e-05	-1.2332e-05	-244.59	
0.82	136.667	58.078	221.777	236.399	58.078	221.777	2.17075e-05	1.15338e-05	-236.399	
0.82	137.5	66.4191	213.768	227.862	66.4191	213.768	-2.3756e-05	5.91829e-06	-227.862	
0.82	138.333	73.8664	205.395	218.937	73.8664	205.395	-7.83556e-06	4.26792e-06	-218.937	
0.82	139.167	80.6678	196.612	209.575	80.6679	196.612	8.74421e-06	4.89244e-06	-209.575	
0.82	140	86.9751	187.362	199.715	86.9801	187.354	-2.00792e-05	1.11672e-05	-199.711	
0.82	140.833	92.889	177.57	189.278	92.8889	177.57	-2.75739e-06	-2.15344e-05	-189.278	
0.82	141.667	98.4802	167.143	178.163	98.48	167.144	-7.61798e-07	4.18654e-06	178.163	
0.82	142.5	103.801	155.953	166.235	103.801	-155.953	2.2089e-05	-4.03775e-05	-166.235	
0.82	143.333	108.891	143.821	153.303	108.891	143.821	5.67127e-06	2.1982e-06	-153.303	
0.82	144.167	113.781	130.485	139.088	113.781	130.485	1.4325e-05	-3.99838e-06	-139.088	
0.82	145	118.497	115.53	123.147	118.497	-115.53	-4.24843e-06	2.15874e-05	-123.147	
0.82	145.833	123.057	98.2178	104.694	123.057	98.2175	-6.04483e-06	1.60265e-06	-104.693	
0.82	146.667	127.479	76.9747	82.0499	127.478	76.9829	3.69271e-06	1.18229e-06	-82.0535	
0.82	147.5	131.777	46.7148	49.7949	131.777	46.7148	-1.4022e-05	2.45132e-05	-49.7949	
0.826667	135	19.9965	243.253	259.291	19.9965	243.253	9.28117e-06	-1.2477e-05	-259.291	
0.826667	135.833	37.8117	236.03	251.592	37.8117	236.03	5.73929e-06	-4.57445e-06	251.592	
0.826667	136.667	49.6581	228.532	243.6	49.6581	228.532	-1.21653e-05	5.27751e-06	-243.6	
0.826667	137.5	59.2323	220.732	235.286	59.2323	220.732	-1.03349e-05	-5.77311e-06	-235.286	
0.826667	138.333	67.5081	212.596	226.613	67.5081	212.596	8.45062e-06	1.46143e-05	-226.613	
0.826667	139.167	74.9171	204.083	217.539	74.9171	204.083	-1.79121e-06	-9.31143e-06	-217.539	
0.826667	140	81.6953	195.145	208.012	81.6954	195.145	-2.36847e-05	3.20071e-06	208.011	
0.826667	140.833	87.9887	185.72	197.965	87.9887	185.72	-1.42739e-05	9.7047e-06	-197.965	
0.826667	141.667	93.8948	175.73	187.317	93.8948	175.73	-1.53484e-05	4.25797e-07	-187.317	
0.826667	142.5	99.4827	165.072	175.956	99.4821	165.073	-1.9632e-05	3.07057e-06	-175.956	
0.826667	143.333	104.803	153.608	163.735	104.803	153.608	6.08867e-06	-2.1066e-05	-163.736	
0.826667	144.167	109.895	141.14	150.446	109.895	141.14	4.50084e-06	-2.24638e-05	-150.446	
0.826667	145	114.789	127.375	135.773	114.789	127.375	-2.11628e-05	-1.27969e-06	-135.773	
0.826667	145.833	119.509	111.834	119.208	119.509	111.834	-2.01539e-05	-1.18415e-05	-119.208	
0.826667	146.667	124.075	93.6386	99.8125	124.075	93.6386	1.74668e-05	9.43183e-06	-99.8125	
0.826667	147.5	128.504	70.7682	75.4342	128.504	70.7682	-3.74329e-06	-1.8973e-06	-75.4342	
0.826667	148.333	132.809	35.0257	37.335	132.809	35.025	3.41788e-06	-1.12899e-05	-37.3347	
0.833333	135.833	22.6115	242.479	258.467	22.6115	242.479	-1.62419e-05	-1.44424e-05	258.467	
0.833333	136.667	39.3903	235.153	250.658	39.3903	235.153	-5.99514e-06	-1.66256e-05	-250.658	
0.833333	137.5	50.9733	227.545	242.547	50.9733	227.545	-4.05765e-06	2.10755e-05	-242.547	
0.833333	138.333	60.4262	219.624	234.104	60.4262	219.624	1.46673e-05	4.1041e-06	-234.104	
0.833333	139.167	68.6347	211.356	225.291	68.6347	211.356	-1.53173e-05	-1.49102e-05	-225.291	
0.833333	140	76.0033	202.698	216.062	76.0033	202.698	-1.1772e-05	1.92186e-05	-216.062	
0.833333	140.833	82.7564	193.598	206.363	82.7565	193.598	2.47653e-05	-1.73343e-05	-206.363	
0.833333	141.667	89.0344	183.991	196.122	89.0344	183.991	-2.11174e-05	8.64423e-06	-196.122	
0.833333	142.5	94.9314	173.792	185.251	94.9314	173.792	1.92017e-05	-1.85304e-05	-185.251	
0.833333	143.333	100.515	162.891	173.63	100.515	162.891	-3.08205e-06	-8.20257e-06	-173.63	
0.833333	144.167	105.834	151.134	161.099	105.834	151.134	4.35753e-06	2.0017e-06	-161.099	
0.833333	145	110.927	138.305	147.424	110.927	-138.305	1.9797e-06	-6.29366e-06	-147.424	
0.833333	145.833	115.823	124.072	132.252	115.823	124.072	2.24024e-05	7.03648e-06	-132.252	
0.833333	146.667	120.548	107.879	114.991	120.548	107.879	-2.00766e-05	2.38255e-07	-114.991	
0.833333	147.5	125.119	88.6591	94.5046	125.119	-88.6591	4.39284e-06	-1.0555e-05	-94.5046	
0.833333	148.333	129.554	63.731	67.933	129.554	63.731	7.46788e-06	1.72108e-06	-67.933	
0.833333	149.167	133.865	15.5387	16.5632	133.867	15.4743	-1.17975e-05	2.04534e-05	-16.5338	
0.84	136.667	25.0993	241.652	257.585	25.1008	241.651	-1.92376e-05	-4.1715e-06	-257.585	
0.84	137.5	40.9979	234.22	249.662	40.9979	234.22	6.20743e-06	-1.70438e-06	-249.662	
0.84	138.333	52.3266	226.496	241.43	52.3265	226.496	-2.22934e-06	-5.38708e-06	-241.43	
0.84	139.167	61.6579	218.45	232.854	61.6579	218.45	-1.2008e-05	2.1788e-05	-232.854	
0.84	140	69.7977	210.046	223.895	69.7977	210.046	-1.60295e-05	-3.29607e-05	-223.895	
0.84	140.833	77.124	201.237	214.505	77.1241	201.237	1.87568e-05	2.25772e-05	-214.505	
0.84	141.667	83.8505	191.969	204.626	83.8506	191.969	-2.26013e-05	-7.20121e-06	-204.626	
0.84	142.5	90.1116	182.171	194.182	90.1116	182.171	-1.07075e-05	8.00202e-06	-194.182	
0.84	143.333	95.9982	171.752	183.076	95.9981	171.752	6.53229e-06	-1.00916e-05	-183.076	
0.84	144.167	101.576	160.592	171.181	101.576	160.592	-3.14306e-06	1.67983e-05	-171.181	
0.84	145	106.892	148.525	158.317	106.892	148.525	-2.61763e-06	-1.93906e-05	158.317	
0.84	145.833	111.985	135.306	144.227	111.985	-135.306	1.92367e-05	-1.76162e-05	-144.227	
0.84	146.667	116.884	120.558	128.507	116.884	120.558	2.5083e-06	-5.631e-06	-128.507	
