l_hs 	m_s 	T_c^EX 	v_h^EX 	v_s^EX 	T1_c^PT 	v1_h^T 	v1_s^T 	v1_h^F 	v1_s^F
0.66	126.667	110.681	141.409	150.733	110.68	141.414	-8.90326e-06	-1.07324e-05	-150.735	
0.66	127.5	114.586	130.719	139.338	114.586	130.719	6.12073e-06	1.60952e-05	-139.338	
0.66	128.333	118.386	118.992	126.838	118.386	118.992	3.6102e-05	-1.0226e-06	-126.838	
0.66	129.167	122.091	105.886	112.867	122.091	105.886	-2.07939e-06	-2.2134e-06	-112.867	
0.66	130	125.71	90.8045	96.7915	125.71	90.8045	8.99089e-06	-2.47549e-06	-96.7916	
0.66	130.833	129.251	72.5258	77.3077	129.251	72.5258	-1.05148e-05	1.76738e-05	77.3077	
0.66	131.667	132.718	47.4916	50.6228	132.718	47.4916	-4.75496e-06	3.27072e-06	-50.6228	
0.666667	115.833	22.4811	242.576	258.57	22.4811	242.576	-1.84647e-05	-1.17192e-05	-258.57	
0.666667	116.667	36.2335	237.004	252.63	36.2335	237.004	1.6686e-05	-1.79247e-05	-252.63	
0.666667	117.5	46.1098	231.255	246.503	46.1098	231.255	-2.65562e-05	2.06038e-05	-246.503	
0.666667	118.333	54.2693	225.318	240.174	54.2693	225.318	-9.73026e-06	-2.35327e-06	240.174	
0.666667	119.167	61.4002	219.176	233.627	61.4002	219.176	3.01243e-06	1.04431e-05	-233.627	
0.666667	120	67.8278	212.812	226.844	67.8278	212.812	-3.60003e-06	4.17384e-06	-226.844	
0.666667	120.833	73.7361	206.206	219.801	73.7361	206.206	-1.44427e-06	-1.30982e-05	-219.801	
0.666667	121.667	79.2414	199.332	212.475	79.2414	199.332	5.71013e-06	-2.10407e-05	-212.475	
0.666667	122.5	84.4227	192.163	204.833	84.4227	192.163	7.96042e-06	-6.53485e-07	-204.833	
0.666667	123.333	89.3362	184.664	196.84	89.3362	184.664	3.38758e-06	6.28545e-06	-196.84	
0.666667	124.167	94.024	176.794	188.45	94.0292	176.785	1.03008e-05	-1.77185e-05	-188.447	
0.666667	125	98.5184	168.499	179.609	98.5184	168.499	-2.7937e-06	1.27555e-05	179.609	
0.666667	125.833	102.845	159.714	170.245	102.845	159.714	-4.61897e-06	1.65004e-05	-170.245	
0.666667	126.667	107.023	150.354	160.267	107.023	150.354	-2.24141e-06	7.65365e-06	-160.267	
0.666667	127.5	111.07	140.302	149.553	111.068	140.309	-3.57603e-05	-1.84626e-05	-149.555	
0.666667	128.333	115.001	129.398	137.93	115.001	129.398	-2.03644e-05	-1.23069e-05	-137.93	
0.666667	129.167	118.825	117.405	125.146	118.825	117.405	-8.85686e-06	-1.80744e-05	-125.146	
0.666667	130	122.554	103.947	110.801	122.554	103.947	-1.05191e-05	1.95684e-06	-110.801	
0.666667	130.833	126.196	88.3561	94.1817	126.196	88.3561	-2.07942e-05	7.44883e-06	-94.1817	
0.666667	131.667	129.758	69.2058	73.7688	129.764	69.1676	8.65812e-06	-2.64361e-07	-73.754	
0.666667	132.5	133.246	41.868	44.6285	133.249	41.8384	-3.48445e-05	2.49411e-05	-44.617	
0.673333	116.667	21.7692	242.789	258.797	21.7692	242.789	2.965e-06	-1.32927e-05	-258.797	
0.673333	117.5	35.9179	237.157	252.793	35.9179	237.157	1.47769e-05	-1.27026e-05	-252.793	
0.673333	118.333	45.9577	231.346	246.599	45.9557	231.347	1.47676e-05	1.33485e-05	246.6	
0.673333	119.167	54.2211	225.342	240.2	54.221	225.342	2.68374e-06	2.00999e-05	-240.2	
0.673333	120	61.4293	219.131	233.579	61.4293	219.131	-1.84956e-05	1.73215e-05	-233.579	
0.673333	120.833	67.919	212.693	226.716	67.919	212.693	-1.89282e-05	1.06333e-05	-226.716	
0.673333	121.667	73.8799	206.007	219.589	73.8799	206.007	-1.03196e-05	-1.15247e-06	219.589	
0.673333	122.5	79.4311	199.048	212.172	79.4311	199.048	6.09701e-06	8.9407e-06	-212.172	
0.673333	123.333	84.6532	191.787	204.432	84.6532	191.787	-1.28909e-05	1.05247e-05	-204.432	
0.673333	124.167	89.6038	184.188	196.332	89.6038	184.188	3.22411e-06	1.84853e-05	-196.332	
0.673333	125	94.3256	176.207	187.825	94.3256	176.207	1.86834e-05	-4.04758e-06	-187.825	
0.673333	125.833	98.8515	167.789	178.852	98.8515	167.789	1.00472e-05	-1.58883e-05	-178.852	
0.673333	126.667	103.207	158.866	169.341	103.207	158.866	1.05802e-05	-6.71708e-06	-169.341	
0.673333	127.5	107.413	149.346	159.193	107.413	149.348	2.47628e-05	-1.79528e-05	-159.194	
0.673333	128.333	111.487	139.108	148.28	111.483	139.118	-1.02951e-05	-9.3301e-06	-148.284	
0.673333	129.167	115.442	127.979	136.417	115.442	127.979	-9.74192e-06	7.73199e-06	-136.417	
0.673333	130	119.29	115.701	123.33	119.29	115.701	-9.55102e-06	8.43104e-06	-123.33	
0.673333	130.833	123.042	101.861	108.577	123.042	101.861	5.95304e-06	8.79088e-06	-108.577	
0.673333	131.667	126.706	85.7055	91.3564	126.706	85.7053	-1.336e-05	4.7935e-06	-91.3563	
0.673333	132.5	130.289	65.5434	69.8648	130.289	65.5434	1.40519e-06	3.16993e-06	-69.8648	
0.673333	133.333	133.797	35.0313	37.341	133.797	35.0313	-4.84751e-06	-1.2554e-05	-37.341	
0.68	117.5	21.1659	242.964	258.983	21.1659	242.964	-2.82354e-06	-8.68389e-06	-258.983	
0.68	118.333	35.679	237.27	252.914	35.6791	237.27	2.26395e-06	-1.44991e-05	-252.914	
0.68	119.167	45.8675	231.395	246.652	45.8675	231.395	-2.80525e-05	-1.21636e-05	246.652	
0.68	120	54.2263	225.324	240.181	54.2262	225.324	-9.38358e-06	1.48623e-05	-240.181	
0.68	120.833	61.5059	219.041	233.483	61.5059	219.041	2.45716e-05	-2.12822e-05	-233.483	
0.68	121.667	68.0537	212.527	226.539	68.0537	212.527	1.56629e-05	5.83444e-06	-226.539	
0.68	122.5	74.0638	205.759	219.326	74.0638	205.759	1.47545e-06	-1.96671e-05	-219.326	
0.68	123.333	79.6582	198.713	211.815	79.6582	198.713	5.80163e-06	-1.60295e-05	-211.815	
0.68	124.167	84.9191	191.357	203.974	84.9191	191.357	8.59607e-06	3.39239e-06	-203.974	
0.68	125	89.9049	183.654	195.763	89.9049	183.654	9.79934e-06	6.20672e-06	-195.763	
0.68	125.833	94.6592	175.558	187.134	94.6592	175.558	-1.0918e-07	1.98861e-05	-187.133	
0.68	126.667	99.2153	167.013	178.025	99.2153	167.013	3.69116e-05	2.21625e-06	-178.025	
0.68	127.5	103.599	157.945	168.359	103.599	157.946	1.34307e-05	1.06897e-05	-168.359	
0.68	128.333	107.832	148.259	158.034	107.831	148.261	-1.45775e-06	2.41361e-05	-158.035	
0.68	129.167	111.931	137.824	146.911	111.926	137.839	3.80826e-05	-1.12183e-05	146.917	
0.68	130	115.91	126.455	134.793	115.91	126.455	-2.27166e-05	-4.37166e-06	-134.793	
0.68	130.833	119.782	113.872	121.38	119.782	113.872	-7.77217e-06	2.46011e-06	-121.38	
0.68	131.667	123.555	99.6176	106.186	123.555	99.6176	1.00213e-06	5.00082e-07	-106.186	
0.68	132.5	127.24	82.8317	88.293	127.24	82.8312	5.43039e-06	-2.75495e-06	-88.2928	
0.68	133.333	130.843	61.475	65.5283	130.843	61.475	-2.54557e-05	-3.82792e-06	-65.5283	
0.68	134.167	134.372	26.0374	27.7542	134.378	25.9395	-9.9338e-06	8.60659e-06	-27.7158	
0.686667	118.333	20.6822	243.1	259.128	20.6822	243.1	-1.70726e-05	-2.7911e-05	-259.128	
0.686667	119.167	35.5193	237.344	252.993	35.5193	237.344	-2.42189e-06	-2.63525e-05	-252.993	
0.686667	120	45.8403	231.403	246.661	45.8403	231.403	-2.14135e-05	-1.04362e-05	-246.661	
0.686667	120.833	54.2854	225.263	240.115	54.2853	225.263	-7.87843e-06	-2.22337e-05	-240.115	
0.686667	121.667	61.6305	218.906	233.339	61.6305	218.906	1.29994e-06	1.00788e-05	-233.339	
0.686667	122.5	68.2319	212.314	226.312	68.2319	212.314	-1.80624e-05	8.51201e-06	-226.312	
0.686667	123.333	74.2881	205.462	219.009	74.2881	205.462	-8.79032e-06	-2.43386e-06	-219.009	
0.686667	124.167	79.923	198.326	211.402	79.923	198.326	1.62028e-05	2.17118e-05	-211.402	
0.686667	125	85.2204	190.871	203.456	85.2204	190.871	1.13732e-05	-1.63096e-06	-203.456	
0.686667	125.833	90.2397	183.061	195.131	90.2397	183.061	1.40617e-05	-4.24511e-06	-195.131	
0.686667	126.667	95.0249	174.847	186.375	95.0249	174.847	-1.6626e-05	-1.28239e-05	-186.375	
0.686667	127.5	99.6098	166.169	177.125	99.6098	166.169	-7.01877e-06	-8.81764e-06	-177.125	
0.686667	128.333	104.021	156.95	167.299	104.021	156.95	-2.69329e-06	-3.82983e-06	167.299	
0.686667	129.167	108.279	147.089	156.787	108.278	147.092	1.20129e-05	-1.12663e-05	-156.788	
0.686667	130	112.403	136.447	145.443	112.403	136.447	2.43031e-06	-2.70683e-06	-145.443	
0.686667	130.833	116.405	124.823	133.053	116.405	124.823	1.83173e-05	4.87396e-06	-133.053	
0.686667	131.667	120.299	111.912	119.291	120.299	111.912	-2.26834e-05	-6.69134e-06	-119.291	
0.686667	132.5	124.094	97.2041	103.613	124.094	97.2041	9.54909e-06	-1.17057e-05	-103.613	
0.686667	133.333	127.799	79.7086	84.964	127.799	79.7085	3.14904e-06	7.23424e-06	-84.964	
0.686667	134.167	131.422	56.9112	60.6635	131.422	56.9112	1.27214e-05	-1.18486e-05	-60.6635	
0.686667	135	134.97	10.2423	10.9176	134.97	10.2412	3.43318e-06	1.50876e-05	-10.9171	
0.693333	119.167	20.3283	243.197	259.232	20.3283	243.197	1.04707e-06	1.33191e-05	-259.232	
0.693333	120	35.4405	237.377	253.028	35.4406	237.377	7.29163e-06	1.70696e-05	-253.028	
0.693333	120.833	45.877	231.369	246.624	45.877	231.369	3.86973e-06	-9.61024e-06	-246.624	
0.693333	121.667	54.3989	225.158	240.003	54.3988	225.158	-1.34161e-05	4.21485e-06	-240.003	
0.693333	122.5	61.8033	218.726	233.147	61.8033	218.726	4.32362e-05	1.30551e-06	-233.147	
0.693333	123.333	68.4539	212.053	226.034	68.4539	212.053	1.4059e-05	-1.70391e-05	-226.034	
0.693333	124.167	74.5526	205.115	218.639	74.5526	205.115	-2.30949e-05	-2.03984e-05	-218.639	
0.693333	125	80.2255	197.885	210.932	80.2255	197.885	1.14709e-05	-1.88943e-05	-210.932	
0.693333	125.833	85.5572	190.33	202.879	85.5572	190.33	1.20853e-05	-6.592e-06	-202.879	
0.693333	126.667	90.608	182.408	194.435	90.6081	182.408	2.70508e-06	3.00898e-06	-194.435	
0.693333	127.5	95.4226	174.071	185.548	95.4226	174.071	1.51558e-06	-1.90085e-05	-185.548	
0.693333	128.333	100.035	165.255	176.15	100.035	165.255	2.32732e-08	-1.83406e-05	-176.15	
0.693333	129.167	104.472	155.878	166.156	104.472	155.879	-8.23944e-07	-9.76226e-06	-166.156	
0.693333	130	108.755	145.834	155.449	108.753	145.838	-5.17435e-06	6.96054e-06	-155.451	
0.693333	130.833	112.902	134.972	143.871	112.902	134.972	1.36515e-05	-1.43462e-05	-143.871	
0.693333	131.667	116.927	123.077	131.191	116.927	123.077	-1.91609e-05	1.86299e-05	-131.191	
0.693333	132.5	120.842	109.813	117.053	120.842	109.813	-1.63457e-05	5.95272e-06	-117.053	
0.693333	133.333	124.657	94.6059	100.844	124.657	94.6059	5.62203e-06	-2.73451e-07	-100.844	
0.693333	134.167	128.383	76.3038	81.3347	128.383	76.3036	7.40662e-06	1.20731e-05	-81.3346	
0.693333	135	132.025	51.718	55.128	132.019	51.7689	-4.01222e-05	7.89147e-06	-55.1482	
0.7	120	20.1125	243.255	259.293	20.1125	243.255	-7.83482e-06	-7.36869e-06	-259.293	
0.7	120.833	35.4443	237.37	253.02	35.4443	237.37	-7.22024e-06	2.27165e-06	-253.02	
0.7	121.667	45.9781	231.293	246.543	45.9753	231.295	3.1386e-06	6.38709e-06	-246.544	
0.7	122.5	54.567	225.009	239.844	54.567	225.009	7.6759e-06	8.61783e-06	-239.844	
0.7	123.333	62.0244	218.499	232.905	62.0244	218.499	1.59795e-05	2.10297e-05	-232.905	
0.7	124.167	68.7197	211.743	225.704	68.7197	211.743	2.50309e-06	1.55852e-05	-225.704	
0.7	125	74.8576	204.717	218.214	74.8576	204.717	1.78543e-05	-1.39028e-06	-218.214	
0.7	125.833	80.5656	197.391	210.405	80.5656	-197.391	1.56765e-06	-6.53028e-06	-210.405	
0.7	126.667	85.9294	189.731	202.24	85.9294	189.731	4.93478e-06	-7.54918e-06	-202.24	
0.7	127.5	91.01	181.694	193.674	91.013	181.689	-9.23437e-06	5.41554e-06	-193.672	
0.7	128.333	95.8523	173.229	184.65	95.8523	173.229	-2.42903e-05	8.49628e-06	-184.65	
0.7	129.167	100.491	164.268	175.099	100.491	164.268	2.55958e-06	-1.29485e-05	-175.099	
0.7	130	104.952	154.727	164.928	104.952	154.727	6.86748e-06	-9.45016e-06	-164.929	
0.7	130.833	109.259	144.489	154.016	109.256	144.496	-2.70529e-06	8.15501e-06	-154.019	
0.7	131.667	113.428	133.395	142.19	113.428	133.395	-3.28394e-06	-1.76562e-05	-142.19	
0.7	132.5	117.475	121.21	129.202	117.475	121.21	1.92498e-05	-1.35559e-05	-129.202	
0.7	133.333	121.41	107.563	114.655	121.41	107.563	6.18935e-06	-6.9562e-07	-114.655	
0.7	134.167	125.246	91.8059	97.859	125.246	91.8059	-1.18047e-05	-2.38338e-05	97.859	
0.7	135	128.991	72.5755	77.3606	128.991	72.5754	-7.15533e-06	9.13241e-07	-77.3606	
0.7	135.833	132.652	45.6781	48.6898	132.652	45.6746	2.55451e-05	-2.62167e-05	-48.6884	
0.706667	120.833	20.0408	243.272	259.312	20.0408	243.272	1.76839e-05	7.06862e-06	-259.312	
0.706667	121.667	35.5315	237.321	252.968	35.5315	237.321	-4.85939e-06	-1.75845e-05	-252.968	
0.706667	122.5	46.1438	231.174	246.416	46.1415	231.175	-3.30079e-06	-6.04075e-06	-246.416	
0.706667	123.333	54.7899	224.814	239.637	54.7899	224.815	-1.4063e-05	-2.79479e-06	-239.637	
0.706667	124.167	62.2939	218.225	232.614	62.2939	218.225	3.00494e-06	-3.0691e-05	-232.614	
0.706667	125	69.0293	211.384	225.321	69.0293	211.384	1.6807e-05	-1.28795e-05	-225.321	
0.706667	125.833	75.2029	204.266	217.734	75.2029	204.266	-1.15438e-06	1.22762e-05	-217.734	
0.706667	126.667	80.9434	196.841	209.819	80.9434	-196.841	-6.74917e-07	1.42249e-05	-209.819	
0.706667	127.5	86.3371	189.073	201.539	86.3371	-189.073	-6.28754e-06	-3.42234e-05	-201.539	
0.706667	128.333	91.4455	180.917	192.845	91.4498	180.91	-3.51714e-06	-1.84472e-05	-192.842	
0.706667	129.167	96.3139	172.318	183.68	96.3139	172.318	-1.22118e-05	-1.17312e-06	-183.68	
0.706667	130	100.977	163.208	173.968	100.977	163.208	-1.3782e-05	-1.05351e-05	-173.968	
0.706667	130.833	105.462	153.493	163.614	105.462	153.494	2.11329e-05	-5.3259e-06	-163.614	
0.706667	131.667	109.791	143.052	152.484	109.787	143.063	2.34623e-05	4.37146e-07	-152.488	
0.706667	132.5	113.982	131.712	140.396	113.982	131.712	3.58568e-06	-2.54104e-05	-140.396	
0.706667	133.333	118.049	119.216	127.077	118.049	119.216	1.14863e-06	2.37331e-05	-127.077	
0.706667	134.167	122.005	105.154	112.087	122.005	105.154	-1.7365e-05	1.56947e-05	-112.087	
0.706667	135	125.86	88.7833	94.6371	125.864	88.764	-2.04758e-05	-6.65723e-06	-94.6293	
0.706667	135.833	129.623	68.4687	72.983	129.623	68.4687	2.79575e-06	2.64921e-06	-72.983	
0.706667	136.667	133.302	38.3899	40.9211	133.302	38.3899	9.03378e-06	-5.68099e-06	-40.9211	
0.713333	121.667	20.1166	243.25	259.288	20.1166	243.25	2.80378e-06	1.21569e-06	-259.288	
0.713333	122.5	35.7023	237.23	252.871	35.7023	237.23	2.23871e-05	-3.30496e-06	-252.871	
0.713333	123.333	46.3742	231.01	246.241	46.3725	231.011	-9.78717e-07	9.641e-07	-246.242	
0.713333	124.167	55.0675	224.575	239.381	55.0674	224.575	1.21692e-05	-1.61436e-05	-239.381	
0.713333	125	62.6116	217.904	232.271	62.6116	217.904	-1.18934e-05	-9.63227e-07	-232.271	
0.713333	125.833	69.3826	210.975	224.885	69.3826	210.975	-8.32768e-06	2.64526e-05	-224.885	
0.713333	126.667	75.5885	203.763	217.197	75.5885	203.763	8.6151e-06	-9.57947e-07	-217.197	
0.713333	127.5	81.3586	196.235	209.174	81.3586	-196.235	-1.23331e-05	2.01204e-05	-209.174	
0.713333	128.333	86.78	188.355	200.774	86.78	-188.355	2.06532e-06	5.83657e-06	200.774	
0.713333	129.167	91.9144	180.075	191.948	91.9144	180.075	-1.88648e-05	1.96757e-05	-191.948	
0.713333	130	96.8074	171.338	182.635	96.8074	171.338	-7.73107e-06	2.37139e-05	-182.635	
0.713333	130.833	101.494	162.07	172.756	101.494	162.071	1.3958e-06	-6.95221e-06	-172.756	
0.713333	131.667	106.002	152.175	162.208	106.001	-152.176	1.9426e-05	1.26354e-05	-162.209	
0.713333	132.5	110.352	141.519	150.85	110.346	141.535	-1.3898e-05	-1.37826e-05	-150.856	
0.713333	133.333	114.563	129.917	138.483	114.563	129.917	1.33988e-06	2.47544e-05	138.483	
0.713333	134.167	118.65	117.088	124.808	118.65	117.088	1.47824e-06	8.51261e-06	-124.808	
0.713333	135	122.625	102.571	109.334	122.625	102.571	-2.1724e-06	-5.87977e-07	-109.334	
0.713333	135.833	126.499	85.5127	91.1508	126.499	85.5124	8.90261e-06	6.2856e-06	-91.1507	
0.713333	136.667	130.28	63.9081	68.1218	130.28	63.9081	-9.45092e-06	-1.30036e-05	-68.1218	
0.713333	137.5	133.977	28.9193	30.8261	133.977	28.9123	2.00595e-06	7.88617e-06	-30.8232	
0.72	122.5	20.3397	243.186	259.22	20.3397	243.186	1.09116e-05	-4.043e-06	-259.22	
0.72	123.333	35.9566	237.096	252.729	35.9566	237.096	1.77185e-05	1.65655e-05	-252.729	
0.72	124.167	46.6692	230.803	246.02	46.6691	230.803	3.02264e-06	-1.68206e-06	-246.02	
0.72	125	55.3995	224.288	239.076	55.3995	224.288	1.36044e-05	-1.02164e-05	-239.076	
0.72	125.833	62.9775	217.533	231.876	62.9775	217.533	-3.12877e-07	-1.98348e-05	-231.876	
0.72	126.667	69.7795	210.515	224.394	69.7795	210.515	1.11793e-05	-3.61346e-06	-224.394	
0.72	127.5	76.0142	203.205	216.603	76.0142	203.205	-3.04536e-06	-1.16564e-05	-216.603	
0.72	128.333	81.8113	195.572	208.466	81.8113	195.572	-1.14012e-05	-4.9953e-07	-208.466	
0.72	129.167	87.2582	187.575	199.943	87.2582	-187.575	8.31581e-06	3.62553e-07	-199.943	
0.72	130	92.4167	179.167	190.98	92.4167	-179.167	-4.59214e-06	8.34871e-06	-190.98	
0.72	130.833	97.3327	170.286	181.514	97.3327	170.286	7.00181e-06	-1.71128e-05	-181.514	
0.72	131.667	102.041	160.854	171.46	102.041	160.854	-6.54683e-06	6.15575e-06	-171.46	
0.72	132.5	106.57	150.768	160.708	106.569	150.771	-1.78063e-05	-6.34828e-07	-160.71	
0.72	133.333	110.941	139.886	149.109	110.941	-139.886	-1.45131e-06	-1.78225e-05	-149.109	
0.72	134.167	115.172	128.005	136.444	115.172	128.005	2.68567e-05	2.58407e-05	-136.444	
0.72	135	119.278	114.815	122.386	119.278	114.815	1.17503e-05	2.38108e-06	-122.386	
0.72	135.833	123.271	99.8004	106.381	123.278	99.7712	-1.19656e-05	9.24932e-06	-106.369	
0.72	136.667	127.162	81.9625	87.3665	127.168	81.9318	1.0578e-05	7.09683e-06	87.354	
0.72	137.5	130.961	58.7856	62.6615	130.957	58.8176	-1.68322e-05	1.37436e-06	-62.6746	
0.72	138.333	134.675	13.1835	14.0527	134.674	13.1878	-1.80418e-06	-2.84132e-07	-14.0545	
0.726667	123.333	20.7069	243.081	259.108	20.7069	243.081	-1.82204e-05	-6.42647e-06	-259.108	
0.726667	124.167	36.2935	236.919	252.54	36.2935	236.919	7.45844e-06	6.59882e-06	-252.54	
0.726667	125	47.028	230.55	245.751	47.028	230.55	-1.09305e-05	7.07273e-06	-245.751	
0.726667	125.833	55.7857	223.954	238.721	55.7856	223.955	2.02488e-05	-1.51402e-05	-238.721	
0.726667	126.667	63.3911	217.113	231.428	63.3911	217.113	-1.44202e-05	1.71063e-05	-231.428	
0.726667	127.5	70.2196	210.002	223.848	70.2196	210.002	-6.42677e-06	1.73254e-06	-223.848	
0.726667	128.333	76.4797	202.592	215.949	76.4797	202.592	-1.35914e-05	-9.59505e-06	-215.949	
0.726667	129.167	82.3012	194.849	207.696	82.3012	194.849	9.85389e-06	3.3397e-06	-207.696	
0.726667	130	87.7713	186.733	199.044	87.7713	-186.733	5.25833e-06	1.66874e-05	-199.044	
0.726667	130.833	92.9522	178.191	189.94	92.9522	-178.191	3.74816e-06	-2.11313e-06	-189.94	
0.726667	131.667	97.8897	169.16	180.313	97.8897	-169.16	-4.05457e-06	-6.7711e-07	-180.313	
0.726667	132.5	102.619	159.556	170.076	102.619	159.556	2.12596e-05	2.29521e-06	-170.076	
0.726667	133.333	107.168	149.269	159.111	107.166	149.274	2.04979e-05	9.45565e-06	-159.113	
0.726667	134.167	111.558	138.147	147.255	111.558	138.147	-8.60432e-06	1.81345e-06	-147.255	
0.726667	135	115.807	125.968	134.273	115.807	125.968	-2.42622e-05	-3.48082e-07	-134.273	
0.726667	135.833	119.931	112.389	119.799	119.931	112.389	6.10613e-06	-2.04759e-06	-119.799	
0.726667	136.667	123.942	96.8238	103.208	123.942	96.8238	-1.74639e-06	-1.01936e-06	-103.208	
0.726667	137.5	127.851	78.0926	83.2415	127.859	78.0507	2.5942e-06	-1.17477e-05	-83.2242	
0.726667	138.333	131.666	52.9352	56.4254	131.666	52.9351	-7.53278e-07	1.21402e-05	-56.4253	
0.733333	124.167	21.2125	242.934	258.952	21.2125	242.934	-2.26429e-06	1.18997e-05	-258.952	
0.733333	125	36.7116	236.699	252.305	36.7116	236.699	2.05204e-05	-4.15088e-06	-252.305	
0.733333	125.833	47.4502	230.251	245.432	47.4502	230.251	1.59747e-05	-9.1225e-06	-245.432	
0.733333	126.667	56.2255	223.573	238.314	56.2255	223.573	-7.95176e-06	-7.66889e-06	-238.314	
0.733333	127.5	63.8521	216.643	230.927	63.8521	216.643	4.93118e-06	8.57631e-06	-230.927	
0.733333	128.333	70.7028	209.436	223.244	70.7028	209.436	1.6428e-05	1.03778e-05	-223.244	
0.733333	129.167	76.985	201.922	215.236	76.985	201.922	1.0041e-05	1.85362e-05	-215.236	
0.733333	130	82.8281	194.066	206.862	82.8281	194.066	-1.62603e-06	-5.92007e-06	-206.862	
0.733333	130.833	88.3193	185.825	198.077	88.3193	185.825	8.36892e-06	1.16282e-05	-198.077	
0.733333	131.667	93.5206	177.145	188.824	93.5206	-177.145	8.99298e-06	7.37461e-06	-188.824	
0.733333	132.5	98.4781	167.957	179.031	98.4781	-167.957	-8.06478e-06	-1.13066e-05	-179.031	
0.733333	133.333	103.227	158.173	168.602	103.226	158.174	1.15014e-05	2.06833e-05	-168.602	
0.733333	134.167	107.794	147.675	157.412	107.791	147.683	-4.16535e-06	6.79374e-07	-157.415	
0.733333	135	112.203	136.298	145.284	112.203	136.298	-2.43827e-05	1.03643e-05	-145.284	
0.733333	135.833	116.47	123.8	131.962	116.47	123.8	1.5924e-06	1.44481e-06	-131.962	
0.733333	136.667	120.611	109.798	117.037	120.611	109.798	-1.96416e-05	6.15091e-06	-117.037	
0.733333	137.5	124.639	93.6201	99.7928	124.639	93.6199	1.20069e-05	-4.28649e-07	-99.7927	
0.733333	138.333	128.564	73.8506	78.7198	128.564	73.8506	1.04953e-06	7.63347e-06	-78.7198	
0.733333	139.167	132.396	46.0771	49.1151	132.396	46.0771	5.49284e-06	-2.71224e-06	-49.1151	
0.74	125	21.8484	242.744	258.749	21.8484	242.744	1.67782e-05	-3.80808e-06	-258.749	
0.74	125.833	37.2092	236.433	252.022	37.2092	236.433	8.04749e-06	-2.21429e-05	-252.022	
0.74	126.667	47.9347	229.906	245.064	47.9347	229.906	-1.95977e-05	-1.43476e-05	-245.064	
0.74	127.5	56.7183	223.142	237.855	56.7183	223.142	1.18182e-06	4.19701e-06	-237.855	
0.74	128.333	64.3601	216.121	230.37	64.3601	216.121	1.14188e-05	4.40811e-06	-230.37	
0.74	129.167	71.2286	208.815	222.583	71.2286	208.815	4.52084e-06	1.15154e-05	-222.583	
0.74	130	77.5295	201.195	214.46	77.5295	201.195	1.18398e-06	-1.47623e-05	-214.46	
0.74	130.833	83.3917	193.222	205.962	83.3917	-193.222	1.34385e-05	7.92635e-06	205.962	
0.74	131.667	88.9019	184.851	197.039	88.9046	184.847	-4.76863e-06	2.32435e-06	-197.037	
0.74	132.5	94.122	176.026	187.632	94.122	176.026	9.93608e-06	1.37156e-05	-187.632	
0.74	133.333	99.0978	166.675	177.664	99.0978	-166.675	-2.15813e-05	-2.02657e-06	-177.664	
0.74	134.167	103.864	156.702	167.034	103.864	-156.703	-1.64801e-05	-6.55283e-06	-167.034	
0.74	135	108.45	145.981	155.606	108.45	145.981	8.4611e-06	-1.36657e-06	-155.606	
0.74	135.833	112.875	134.333	143.19	112.875	134.333	-5.54258e-06	-1.44465e-05	-143.19	
0.74	136.667	117.16	121.491	129.502	117.16	121.491	-1.60072e-06	1.08366e-05	-129.502	
0.74	137.5	121.317	107.027	114.084	121.317	107.027	1.47121e-05	1.77156e-05	-114.084	
0.74	138.333	125.362	90.1632	96.108	125.362	90.1629	1.58918e-06	3.84927e-05	-96.1078	
0.74	139.167	129.303	69.1658	73.7261	129.303	69.1658	-1.13363e-05	1.10416e-05	-73.7261	
0.74	140	133.149	37.6604	40.1435	133.151	37.6405	-8.51789e-06	-4.41429e-05	-40.1352	
0.746667	125.833	22.605	242.511	258.5	22.605	242.511	-4.4628e-06	-1.09545e-05	-258.5	
0.746667	126.667	37.7841	236.123	251.691	37.7841	236.123	5.39679e-06	-6.21692e-06	-251.691	
0.746667	127.5	48.4803	229.513	244.646	48.4803	229.513	-3.61521e-06	2.32945e-06	244.646	
0.746667	128.333	57.2634	222.662	237.343	57.2634	222.662	3.75426e-06	-5.57199e-06	-237.343	
0.746667	129.167	64.9146	215.546	229.758	64.9146	215.546	1.29542e-05	-7.52175e-06	-229.758	
0.746667	130	71.7966	208.139	221.862	71.7966	208.139	1.06869e-05	7.95889e-06	-221.862	
0.746667	130.833	78.1131	200.408	213.622	78.1131	200.408	2.11173e-05	3.90431e-06	-213.622	
0.746667	131.667	83.9918	192.314	204.994	83.9918	192.314	1.15949e-05	5.23039e-06	-204.994	
0.746667	132.5	89.5188	183.809	195.929	89.5232	183.802	-2.16969e-05	-1.98978e-05	-195.926	
0.746667	133.333	94.7559	174.834	186.361	94.7559	174.834	-9.91061e-06	6.94407e-06	-186.361	
0.746667	134.167	99.7486	165.311	176.21	99.7486	-165.311	-1.54081e-05	-7.31676e-06	-176.21	
0.746667	135	104.532	155.14	165.368	104.531	-155.142	-1.10859e-05	4.42361e-06	-165.369	
0.746667	135.833	109.134	144.183	153.689	109.134	-144.183	2.65136e-05	1.18025e-05	-153.689	
0.746667	136.667	113.576	132.246	140.965	113.576	132.246	1.46433e-05	9.12517e-06	-140.965	
0.746667	137.5	117.876	119.034	126.882	117.876	119.034	-1.3219e-05	1.60527e-05	-126.882	
